COMMENT_ID,AUTHOR,CONTENT
z125ef44tkipszbsq22firvzrwqpi3qdd,Andi Arizmendi,I like it﻿
z13gwzgyuqaruxcg304ch5lwdwb0wtiztaw,tori strong,"love the way you lie featuring rhianna, hes an awesome rapper!!! shes an awesome singer!!!﻿"
z12xtnzbxomaglq4k04cfzpwiovxizj5l5o,austin green,Eminem is my insperasen and fav﻿
z12ai5agdlawczj5x04cfhbr2vuezzvox1s,harold_123,"Every collaboration between them, we know it will be number 1 ﻿"
z12lupcjftucw3v0x23ljvuzwpexizp0c,Eko Budi wibowo,good music﻿
z13ptttyrxekcdvib04chdepnmqygrnwj4c,Domonic gamer,is it bad that my realtionship is just like this lol﻿
z12tsbvjay3avf04r04cdzegdkftg5cq5xg0k,Batman,This video deserves <b>1B</b> views!!!﻿
z12ddzwatzqijxh5p04cfnc5stnkjhbr3zg0k,tommy rincon,2015 and more....﻿
z12yc35j4vmxyfghs04ch3jhcyukjpqzvbw,ferri andrian,best song ever (y)﻿
z132sv1blzi0xhnld225vncq1niyyhrnr,Ben vW,I could hear this for years ;3﻿
z131c34acoqgwfkz304ccjertpfugxbrezw0k,ankit gulekar,Who is still watching in 2015﻿
z13lgrngavanillud22bxz05tpe0endag04,pooperscooper71,I wish that guy wasn&#39;t so protective geeze﻿
z13ft1vrfyqavjmth23xzt3wumncvb4r204,moisi rrudha,super rihanna﻿
z12bwhjbwl3twfayl04cjl0bfriocdkauk40k,Adan E,Rihanna is so beautiful and amazing ♥♥♥♥♥love her so much♥♥♥♥ forever RiRi fan ♥ ♥ ♥ ♥ ♥ ♥ ﻿
z13wxrnxjxz3wj3tn22sv33o0xyev5jfa,Durgesh Rathod,fav.﻿
z12sd1khsuqegzwrm04cinlxrpj3gfyydnk0k,BigBird Larry,Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside﻿
z12avpyabxyzgdpjm04cj5mhyt22jdcbzow0k,Ezequiel Escamilla,I love your songs eminem your the rap god﻿
z13sdfarvyi4trxew23owjhxfsv2zrmgw04,BigBird Larry,I cried this song bringing back some hard memories﻿
z12vu5fysyb2vfbar04cex4q5ue2xb25epc0k,said abdesalam,song is bad﻿
z120djlhizeksdulo23mj5z52vjmxlhrk04,Murlock Nightcrawler,Charlie from LOST?﻿
z13xebq4mlyqdda4w04chlsyirr2i54pkjg,kawaii sincebirth,"What the hell this song is already five years old?? I remember when it first came out, this was my jam﻿"
z12ufpawowzutdgvb22gsdiatyi4xf4xq04,Victoriaa Hemming,is that Megan fox﻿
z12otb5xdp3bdhwxo04cg5ga3kqvi1erzfw,Aniyah Wells,So he&#39;s admitting he killed his girlfriend???﻿
z12bwpz4rlrjxzkuo22rfpbhfpz1xdluj,Ke Vin a.k.a. Righteous,i want to smack this year boy in to forever﻿
z13pi3zgwsqlitvtb23nzjermmfivrvrl04,Shakeema Edwards,"Charlie, heroin will do that to you.﻿"
z13cehkhxmugujbdh23ehzcijlfhcr4h204,Karen Cervantes,Love Song﻿
z12dc1xrjv3zgfpfl22pu5dh4va2upijn04,faith jones,Megan Fox is gorg in this!! Eminem is truly the rap god :)﻿
LneaDw26bFsEJWfgAAquASY-phBHckFFppU0EKqD-yY,Elias Uchiha,if eminem gets 1 penny per view he would have 600 million dollars
z13hcfzbesmjhpuzp04ccvzilqvcyj0x3yo0k,Vivek Bhardwaj,amazing song﻿
z12vcv5xuqq4gvpgu04ch5ah3vyqwzphryc0k,kissmehk,:)﻿
z12mt1p4mljosxzto224jzypky2henlbn04,Sandeep Singh,Charlie from LOST﻿
z12tzpcjazigvrodo22dubixisqhfxtuo,twe enyss,"I love this-the talents of eminem and Skylar,works well together﻿"
LneaDw26bFsXWfdCYFbqrDwjflNnbdxcinzjRtW2rzw,FreshX,Share this video.. This song can beat PSY - Gangnam Style!
z12muxdydqnggz0gw04cgldbmvnlhzuxpu40k,AreWEFaumos Now,thumb up if you watching in 2015 and  you like it﻿
z133sxsrnzbuwbe2o22iizkhvyicd5z0t,Sawa Jamal,Never gets old best song ever  ❤﻿
z13idj4w4yy5g1mx104cd3rwetmew3kq554,Fantasy Mysteries,First they were fighting... Then they were making out...﻿
z12ywjeyiwu3jdqvq22ptpzpowithfaz204,hazem bitar,I love this song up to the moon &gt;3 you are Rocks!﻿
z12xu1bi1umyxxs2023ejhfpuumozd45n04,Ferhad Babayev,Hello. İ am from Azerbaijan<br />﻿
z13csrxzhwnis5zg404cdxpyrpbvtdcocz40k,Boksu Boc,EMINEM&lt;3 <br />the best rapper ever&lt;3﻿
z13wtn0o5ueli5m4b04cdjnjqzb5xftz4hw,Chelsea Yun,i hate rap﻿
z12ojrdgoryvz5k4n04cidzimov5inlppto0k,Laura Winner,This song/video is such a trigger but it&#39;s just so good...﻿
z13mh5zhdtrcst5xs04cddwzqtz5yhapzf0,LUKAZ G,Was that Meghan fox??﻿
z13cztvzwlzawvszx04cfp3rdma0dlyonso0k,Maria Montana,"Awesome song!,congratulations!!!﻿"
LneaDw26bFvPh9xBHNw1btQoyP60ay_WWthtvXCx37s,janez novak,share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna
LneaDw26bFvPh9xBHNw1btQoyP60ay_WWthtvXCx37s,janez novak,share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna
LneaDw26bFtoHCZ_b-m1MyTEpaNHWvF8VmCFhVRFMgU,HEADSHOT946,Look and shares my video please :D
z12xyzfbixyuxf5wm04ccn2inoiyevdqwgo,PDV10,charlieee :DDDD (Those who saw Lost only will understand)﻿
z12wyxvyuyiach5og04cclng3ujizpmbtg0,dmrc43,so many comments.﻿
z12qv3vybobijlzot04cjvqwxrnvvlzrs50,Unitedstates America,"Getting too 1billion views, holy moly.!!!﻿"
z13rzhjaxxr3z1t4504ccvlp1uqnddvqoyg0k,Kate Love,Best song﻿
z12zz5eqkxqfzxcof04cjfow2lf5c53hbcc,Nader sheckler,#1 song in world even in 2015﻿
z12agzlqdsjwthnkc23sfxaofvjoevvx204,Lily Barboza,Hi loving it﻿
z12wddhwuqintd14y04cif5i5z3vxjfwd5s,Elsa Ekokobe Rønning,Lol thats the guy from animal planet and lost. And the girl is megan fox i think hahah ﻿
z12scbmwdyaogtjcc223gjn4dpzmerkt3,Angie Schear,This song is true because it is insane because boys will do this to a girl and it is not true that people say that a guy will never do it to a girl but boys YOU LIERS NOW STOP TREATING US GIRLS THIS WAY YOU ALL SUCK!﻿
z13gdxtwjrjoczd5h04cejcqqpedxxoyn34,Aleesha Hoover,Love the video ﻿
z13affyr3pbbxv0ur235g3dptufrtb5zl04,Manikencheto Metodiev,Hello I&#39;m from Bulgaria﻿
z12jutrbiwf4x3mn4224ht3bsn3bwrfqz04,Laighla Owens-Teague,Eminem rap can be easy for a boy but I can do that﻿
z13wxtdpeznid12et23ogtd4zoyvzbnoz04,Sonny Carter,I love this song sooooooooooooooo much﻿
z13ryrrbkny0czdvv23vizoopmmmgxtax04,Angie Medina,Eminem - Love the way you lie ♥ ♥ ♥﻿
z13kuhmwfyvkw5fii04chjfr4yfnvrcht5k,Intan  Nadia,Is that girl is Megan fox ﻿
z12oczujeqz2xn2lq234ijdzurmdynx5m04,Quinn and Mia Channel MattyB101,So freaking sad...﻿
z12rhdkrvvy3hd42c23whdeavkjdxnimg,viviane trinh,i like the lyrics but not to music video﻿
z13zdpqz0qflhrha104cdxir0pbct3v4iys0k,France Silva,BR﻿
z130zx3rrzagwzclr23vxjypimviff23m,Huda Salah,Looooved ﻿
z12pvhp42ouayd1xx04cgl4a4wu3sxmqnlw0k,SBG | Zombies,We need to get this to 1 Billion Views!!﻿
z13twpph2vq5zv15k04cixdrfubnxh3oqz40k,Seth Ryan,Amazing﻿
z13zc5rw3l3vw1fey23rehuylwzfcx5rt04,Seth Ryan,Almost a billion﻿
z12ittrwwxexxzwve23rehuylwzfcx5rt04,Seth Ryan,Great song﻿
z132g5pqsr3wi3x5s04cerbyxuipctqg0hk,scott boshaw,"I don&#39;t understand this song, I have had the passion for women feel like im losing my mind but i don&#39;t understand the ideas of loving the the way someone lies.....﻿"
z13zudmjvnayvjjfq232xdtghk33thhtk,Juan Aimar,Anybody else here in 2015?﻿
z134i3ya3xn2cthzj04cef445l21ylwxzmc0k,Smitty Werben Jaggerman Jensen,I like the Mmph version better﻿
z13hijmrykjqerofg22ktxgzuw3yhrbgl04,Gergő “Vlog14” Csatornája,Thumbs up if you listen this in 2015.﻿
z13eenia5rqwhvmyw04cgt441wapvbkakzo0k,faisal joy,Hi I am from bangladesh 💜﻿
z13isrygru30wbjmy23refqxdzizyp3xy04,Ala Fatah,Is that Megan Fox?﻿
z12yupsicr33xvw5p04cglpwizi2tboyzgc,T MAN,Fire..﻿
z13gdjzydor2enadz23ezhxpyxilvrtak04,Gail Weir,I love the way you lie﻿
z12uxxzoxvexs1mdr23yvddbpl33gr4mf,Chris Bieber,Love the way you lie II is nicer in my opinion. :D﻿
z12kylpz1wzwgt0pd04cjptp4wjxjdeotnk0k,Levi Cole,Almost to a billion :)﻿
z12uefkbwv2md3dbz04cg3yoqp2ngfgibqg0k,Ashley Jsade,If you are a person that loves real music you should listen to &quot;Cruz Supat&quot;<br />He is awesome as fuck!!! Just as eminem used to be.﻿
z121z5mziy20ybch504cdziq1rvcev5apg4,Furashious,Charlie got off the island and dated Megan Fox? b-but what about claire?﻿
z12qy53q0kfzxby4304cflvpxnr1gxjrlrg0k,nepart maxx,Eminem best rapper all the time﻿
z12rdtlarmrzxhuba04cibjomsiqi3ij00g,Paul Buxton,Omg! This guy sounds like an american professor green﻿
z123wdtwhmnngjhat04cgtu5oyibstyopnw0k,vZoqwa,thumbs up if you think this should have 1 billion views﻿
z13eznubuwixt3aae04cgb150t2nup2ba3o,Vence Cerbo,Lemme Top Comments Please!!﻿
z12kf5dyltrijhepb04ccltibzijd5wa1mc0k,liu hui (dukegod),i love this song﻿
z13ihhrakmndxblzo04chpp53nn2xbja1fc,Emma Halbrook,My favorite song 💗💗💗💗﻿
z13ehf4g5z2rivxhm04cfjdyhl2kwljzsjs,Andrés Nuñez,super﻿
z12gdzyrqwvtvxfek230jnvp1zf4hjl3w,Carolina Sanchez Cifuentes,Love you﻿
LneaDw26bFuFgDF5yE6Udiuv2lqie4iaimFPdN7rvYk,Nikola Vejionvic,/watch?v=aImbWbfQbzg watch and subscrible
z12qg5voponpgxwot04ci3txdw24ejr431g,Jp Galeanoo,I  love you Eminem﻿
z13pup2w2k3rz1lxl04cf1a5qzavgvv51vg0k,geraldine lopez,love the you lie the good﻿
z121hftrpqicztwq404cjvvzknqoupxxsxw0k,Daniel Tabatabai,still listening in 2015﻿
z12jy5544qedxbgfq235ufyqbxqkzxbjl04,Brian Fletcher,Eminem rocks!﻿
z12midepsoiuxzmh304cjt0ihn3js1k4f1c,Marcellus Scates-nash,awesome﻿
z12pwjsybq35ux1kd22cddmjpunribtzf04,Ikram Riani,I lovet﻿
z12lxrwx2vmxwv4m422dz30wmzbjfji4r04,Joao Victor Canassa,Charlie from Lost!﻿
z12mwbgxhxvjez3xb04cg1wxrvnytzrq5kk0k,Mortal 2,Eminem THE BEST !﻿
z13mchmibkr2irldm235xnn5umjruplia04,Vevo Ny,❤️❤️❤️﻿
z12ahr2ittmsjrtpd04ccrqiklvvu3uqiew,Giovanni Satta,beautiful song!﻿
z12gzbzzzkvwtj5zr04cjf4q0yeztldz4ic,Hazeandrymojilip Hazeandrymojilip,best rap ever﻿
z13gcjvh2naxyvshh04cjldgtpnyfrdylq40k,Aubone LeMieux ,I lover this song
z12njnpwmuyxzrslm22ly1awll2dufkvi,Isabel Flores,Love your songs<br />Supper cool<br />﻿
z13osfmj5m2kj1cb504cjrdbyvzijtu4gtk0k,Harl Bever,I like the music...but is anyone listening to the lyrics?﻿
z12acz2r2qiwxtpwy04cihii5rmwefpzeao,InfernoGaming,:D﻿
z13tjzdqhsmvvh2kr22isbsg1nmydd51v,Earline Craver,Me and my big sister like you﻿
z12hc5yiuwr2sxml3230sxo4tofwftg1b,TheFegi12,Not bad﻿
z132ebdhkwbauzogm04cfzm5oqigzzlxznc0k,cristina virrueta,I love eminem  &lt;3﻿
z12aczswnozdwrfnj22usfnxymiaylupi04,nataly gonzález,She looks like Megan Fox 😂 xD!!﻿
z12xc1aydoauenbgx04cgfkazxrpur2i52o,Nicky G,is that megan fox?﻿
z125dnzbqpyqxlghe04cdxsgaxnovjvbxq00k,Uday Kanwar,You can not hate eminem and nirvana...trust me﻿
z12gcfvpsr3au3vg104cdpw5rvbivre5aeg,Jorge Salazar,Like eminen﻿
z13gxxlhyrmccf10422gdrogiwbjtfwjb04,Ahmed Medhat,Simply rap god﻿
z13auv44szqpddlcz22qgthjakq4jvnbw04,clirim99,is that megan fox x:D?﻿
z13gut3rexalj5q5c04ciln54nynvjwyinw0k,Sonny Carter,I love this song﻿
z12eilv44ynefj2ys04cj5vhynakxbnwrdk,BAT MAN,Really good song .<br />you know love song song.﻿
z12vx3kz4lq3cnsiu04cejd5bne1gxnjbqo0k,Str8 Royalty,Eminem is the greatest artist to ever touch the mic.﻿
z12lhvxwjyzperfrk04cg13yoyjefnv5hy40k,BEER BEER,i love Rihanna 😍😍😍😍[♧from Thailand♧]﻿
z13zjp3povzzsp3xi04cgvtgwpfiy1faigo,dimitar traykov,some classsic :))))﻿
z13vxnwwdxjqtlp5v04chjpw1waps5rrbqo0k,Punk 0utlaw,"This song is like an oreo, the black part is good but the white part is better﻿"
z13zejcafsrodf5f522xgn0xzonselufv,Daniel Harding,That guy charley of lost TV show﻿
z13zfhkhfzrpjhgku22ewbtj4quri3izo04,Amaral Shady 013,Hello Brazil 😻✌💓😻👏﻿
z12msjqximryxdfz104cjhbhtw2ld5ipsh4,SIR JOHN,EMINEM the best EVER.﻿
z12wvru4rzf5jx0wj04cgx5q1qi1w554ba0,Erin Williams,Best. Song. EVER 🙌﻿
z12hfp2wmyuqztkw504cgblyxtbsxjuzeow0k,Jesse Pinkman,Rihanna looks so beautiful with red hair ;)﻿
z13tsbc5vvn0hdozz04chjt51lq1cvris0k,Gaming Gaming,857.482.940 views AWESOME !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿
z13lgffb5w3ddx1ul22qy1wxspy5cpkz504,dharma pal,Nice song﻿
z123dbgb0mqjfxbtz22ucjc5jvzcv3ykj,Tiza Arellano,I love song ﻿
z12quxxp2vutflkxv04cihggzt2azl34pms0k,Prìñçeśś Âliś Łøvê Dømíñø Mâđiś™ ﻿,I love song ﻿
z12icv3ysqvlwth2c23eddlykyqut5z1h,Eric Gonzalez,"860,000,000 lets make it first female to reach one billion!! Share it and replay it! ﻿"
z133stly3kete3tly22petvwdpmghrlli,Analena López,shakira is best for worldcup﻿
z12myn4rltf4ejddv23mwr3piuapcbl0r,jehoiada wellington,The best world cup song ever!!!!﻿
z135vzqy1yrjhluew23kibopnrmqsplux,Kara Cuthbertson,I love﻿
z12uujnj2sifvzvav04chpypvofvexpoggg,Sudheer Yadav,SEE SOME MORE SONG OPEN GOOGLE AND TYPE Shakira GuruOfMovie﻿
z13lvh1qnma4d15sy23lyvqq5riafz52m,Alex John,Awesome ﻿
z135hlk5grfwjhmym04ced0gyzrvsn5avuw0k,Nirab Valobasha,I like shakira..﻿
z121cvvqftuvuz1ld22pe3agcsepzhhtt,Chelsea Andrews,Shakira - Waka Waka <br />LOVE THIS SONG!!!!!!!!!!!!!!!﻿
z12uf5gatnf1dflws04cfrigrxb3zryxtwk0k,Kevin Sosa,Why so many disliked??????!!!!!!😯﻿
z13pihfbwlv5hv4ap04ceh3hvonuhvnxueg,OldSchool Music,I don&#39;t think this song will ever get old ﻿
z13utfk5rny3yzqtj22phlsxmtfuspbcp,Stephen Lister,Love song﻿
z13usjdoivinwzsoy04cgv2y0tbjs1s5xn00k,Karolína Hlavatá,wery good﻿
z12bhf4rzpjsvjmcw22ghd4j4qeqfthpm04,DubCedSky,"Every time I hear this song, I think about Iniesta&#39;s goal against the Netherlands...﻿"
z132i1cj3t2cedajp04cfxcqalbkfzd5fyk0k,akita hachiko,Whose watching this in 2015. If so hi-5﻿
z12aw1ah2m2vh30tb22bvl3olkbohlbid04,Benjy Growls,I love this song so much &lt;3<br />Keep em&#39; coming!﻿
z12cydggrzyesrklw23qwzexerqavj11e,monkey moments,i love this song thumsb up to you﻿
z12gddhblwz3cf3wc04cgvjajvulwxvb5lw0k,Dr.geetanjali sharma,Waka best one﻿
z13xwz5p3xq4zxdyv04cir2ammejxj15n2c,Axy665,5 years later i still love this song <br />~Axy665﻿
z135glq5fnnielbbd04cchvr2orkurdgrz40k,celma joao tomas anacuja anacuja celma joao tomas,Like﻿
z12vv1hgirrhz5bh504cejjrstfkt1kq1po0k,ortiz brown,Her voice sounds weird and plus she&#39;s cute for a blonde﻿
z12pch5bnqyxttpi004ch3b4usa1wjdg5l40k,mike the greek gamer,"Why there are so many dislikes. This song is so... awesome. It sounds like we MUST STOP BE RACISTS!!! If I could, I would like it 1,000,000,000 times!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿"
z12julhignjmuzlnv230yzipftzvhjzuh,Aveonne Walker,Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk﻿
z12jd30zok2te1ghh04cdphgcqmshld5ncg,MikeTheOne42,still watching in 2015...﻿
z12yxbpp3rurin5wc04cf3sqmlrvwlhzgao,Golden Lion,Shakira is my favourite singer. Wooooo﻿
z12yvdxizlrze1osb22xev1xyxakdphe3,Coc Chitthu,i remember this song!
z13tv3oqtkz0exqhg04cjfgqlyrgipmou20,vuong quang,Like﻿
z132xfsy4pz5uvyxh04ce50xez2ki53ysaw,Ryan Ramma,Whose who are watching this in 2015.  LIKE!﻿
z135ihwjrofccvbzu04cehzp3prte5jyccg,marko kacar,best song in world﻿
z12rihewvsi0fxgui23bi31bulqvfj5vk,ovidiu mitricioiu,BEAUTIFUL
z12wc5uotu3gz1pwd04ce1ly2vjuvxphxuk0k,Agung Handono Susilo,Good song:-)﻿
z13lgjaxhnbzuxxmd22iyh24cwqqwpfiz04,Nimesh Nambiar,She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!﻿
z13vf1mwauyjgj23q22vtppxjlnihr2ro04,Zcoria Kelly,Love this song﻿
z13fsxq5coffdz54p04cjxzppp3ezhhw0u40k,Spider Girl,Love this song! My soccer team made a cd for our couch with this song on it!﻿
z12afj2p2pniy1idm23wclt4ox2wujzj004,Ernest Foli,fave song﻿
z13ue30j3uywfdivm23zgtzoflv0fhqce,Laura Gray,Watching in 2015﻿
z12wuxjqmqjbyjab404cidxofne4ftup35c,Trygve Nilsen,I felt old when I realized that this song was 5 years old...﻿
z13iuzxghsypjtfwy04ccnewbqbde3qwea0,Сергей Андреевич,love Shakira!﻿
z13yi50hjzqgitubv04cfhzyby3ystsrh5g,adey lanre,One of the best song of all the time﻿
z13udxpqgtnnxt10o232vhgbspnveld0c,bossdon redhouse,I really am madly in love with this woman!!﻿
z13ywdzqsnmjhts2v22qzrhpxzn5frizg04,Eidya Pal,i totally love this song. absolutely fantastic! i love ya shakira!﻿
z135znoyckynyhfyc04cj1qzturycx24aw40k,Ed Garcon,im still watching in 2015﻿
z13uxtggrz25vlgcy225xf5yqweagnrra04,rachel perez,the song is sad﻿
z13ijbpyhnvtddsue223c3pgilfjs3pmv,Ibtihal Baho,goood﻿
z13cvpcyiqr5xnfmj235exiwvlqre514d04,Viv Varghese,The best FIFA world cup song for sure.﻿
z12csjyqqru3tvlcb22hz3vrrn3jzfzyg04,Thiago Andrade,Nice vídeo shakira good﻿
z13xy3naqwneytjyb04cjdb54luwyjk4alo0k,Nash Alema,Waka waka﻿
z12qufrhtzvrzztje04chhmadyu3glopkm00k,Russian soldier sniper,she is beautiful but it is not American!﻿
z121ireiytz2f1xzz04cc5fznlnchb1jphg,Toby Bywater,Thumbs up if your watching in 2015﻿
z13wgdwwuralul0ki23fuxqxvrbmunwkf,Mohammed Yousef,ILOVETHISSONG﻿
z13uw5rqqwu4ufqli224fvzryy2vwlyk4,MmmHmmm,Lamest World Cup song ever! This time FOR Africa? You mean IN Africa. It wasn&#39;t a Live Aid event or something. She made it seem like a charity case for them instead of a proud moment. Where was Ricky Martin when you needed him! SMH﻿
z13lhxc4yoidt5hdn23jydg5nkuehblxs04,Angelica Figueroa,My friend Sam loves this song😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊﻿
z134ufywgmy5yny1223bvdkxvleyjj2ik04,Oreoluwa Ajjayi,I love you﻿
z12uvzpw4tufgf2qw04chd5abu3uvf4rw5o,Eric Gonzalez,"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!﻿"
z13zj535dsqgcfyot04cixgics3zdrspsqw0k,‫كيكه وستايلي فيكه كيكه وستايلي فيكه‬‎,ILove shakira ﻿
z13it35hwti1uf0ea22ju5dxoyqiubdso,Tierra Carbon,It was  cool   the best   song ever  ﻿
z133xfvjenv5vfr0o22nhfrawr2ve3gp004,Lala Ella,OMG LISTEN TO THIS ITS SOO GOOD!! :D﻿
z13lih3oztyagltwo04ceh3rezv2hfx5aj4,Arvind Pandey,nice song﻿
z12ui12j5ti4dnyaa04cezhbnuuchl05ckc0k,Abdou Abdou,waka waka﻿
z12lth44woywehejy04cilgh2lejztjapi0,MOHAMED THASLEEM,super music﻿
z13cyndpyk2vefcyo04ce1ib5wrbxjqxuvk0k,Haolin Tan,How could 108k people dislike this song or video﻿
z13durqh1sb4iv14q04cep3jenmavh4ajqg0k,Lupitaochoa Dieciseis,Love it!!!!!!!!!!!!!!!!💜﻿
z13rg14qosy3uvqz204cf1eaotyyjbyx1ec,Carmen W,I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.﻿
z12uu1ni2uqrvzfhf04cflg4ezqmjnfzzu00k,Hamilton44,Youtube comments be like<br />This is so 5 years ago. ﻿
z13teltr2ljvx1cgd04cihnpetm1xlwxm3g,Leedl bagginshield,it pisses me off a bit that blank space has more views (868 mio) than this. meh ﻿
z12jwtvwcrmks1xbe04ch5nikwnscb4iqr40k,Athena Gomez,Your the best♣♥﻿
z13zt31xrsrvcxtsz23dgvob4y21t3ppt04,Athena Gomez,I love you  ;p﻿
z12iyf2wkybwerg5104cddairnrzf5vwoog0k,Anastasia Trevla,I love  Shakira !!!!!! ❤🎵🎶🎼🎸﻿
z13rgdjjjzmkuhnvf23dd1wxkqzwvjiij04,Jessica Onyekwere,"This song is special, because is a song for Africa  and I am an African ﻿"
z13fyrra1pres5hbj04chzwabkels11pe5c,GamingWith Kim,&lt;3 this song so much.SHAKIRA YOUR A REALLY GOOD ARTIST.﻿
z13cw35rwznvud1jt04cgl4zfpaqxj2z4qg0k,Raphael Lipusch,I love shakira<br />❤❤❤❤﻿
z12wu1hapwjnvdrwe04cdj4ogu31cpjgnbw,KAM IL,I remember that torunament like it was today.﻿
z122s1uitnfitv4ru04cet2jquumwz1zsyc0k,Madalynn Miller,Thank you. Please give your email. ﻿
z13iefh5fqbhincpi04cfrcaxxzuwfdpgtc0k,ashwini praveena,beautiful﻿
z12dsplrsvfauj5ej222hhnyyxzffreei,Karol Martinez Restrepo Martinez,Like﻿
z12ps3yhzryuzlg4504cezaxkwrjx3cpkgg,Hidayet Özsoy,"Shakira you are so beautiful. You are lovely, lively.. We love you.﻿"
z13lvdcijuj5znbge04cc1iawv3eezsbbjo,Рустем Ахметов,GREAT!!!﻿
z13cgt0yjtnaxfivx23xx1iwgoymxhu5504,Orlando Saeroon,Best World Cup Song﻿
z13bchrxcyruufz4004chdjrzobevxc45ug0k,Manish Ray,This song is so beauty
z12wwjbpsru3dnrkk22ec1qrjm2fzdmte,Misako Detenamo,I heard this when I was only 6 years old and I still love it﻿
z12zfrwpllnfh34pz04ccvurqymehl5jdmo0k,Naseeb Jan,nice song﻿
z13zibwb3vaczhraj04cct2hppnuwtbwjq00k,Martis Zelvis,waka waka:-):-):-)﻿
z12zujgautikhxpn122mixwjkwavuldmd,alejandro rojas,Oh my god go to 1 billion of replay i love shakira﻿
z13aznjg2ojwjlknm23yjbt4uniuepuxs04,Dunrell Pinder,i love her﻿
z12ijbn5grjidp3vj23psvhyjvv2djpol04,Angie Vazquez,I love this song &amp;I love shakira&lt;333♡♡♡♡♡♡♡♡♡♡♡《33☆☆☆﻿
z13wd3dwlrifgl3mj22vcdci0yiaubueb,Hermen De Greef,Yea stil the best WK song ever<br />Thumbs up of you think the same<br />﻿
z13psdarpuzbjp1hh04cjfwgzonextlhf1w,bilal bilo,I liked<br />﻿
z13qitsgikv1szy2023jzjdg3pike1yw004,twee gekkos,I like this song ﻿
z13csdjytri2zxib404cf52g5szadlnbmf0,Robin Turnbull,i like it :)﻿
z12xdzogizvptt10e221cxqx2uvsslggp04,Jobs Ho 何祯喬,Waka waka !!!﻿
z12jdvqjrquct3bdj22yizigauehxj4ew,Lucia Scarlet,Amazing song﻿
z13ldttruqm1x1wsz23qcdlq4saefnkew,Wiki Smolinska,Cool song ﻿
z13dfprydrvlvl4u323qy515dzzgtzeej,black tiger,i love u  shakira﻿
z13oxvzqrzvyit00322jwtjo2tzqylhof04,Octavia W,Waka waka ﻿
z13egzvw2peys54lo221i3zxjxucfbski,Elena Macchiaverna,this song sucks﻿
z13lgjxz2teyzdxmu23ze3ng1qmjgbsme,The Emerald Minecraft,Lol I love this song﻿
z13qel3p2qaoexzhh04cjxniunrpzrtjro40k,Shakira Forever,Shakira﻿
z12gsna4hquwjhkfd22udv3gtmjtjr5ta,Tillolo79,Wow...5 years<br />﻿
z13cdr2rzsjxxtmjj04cinebunydzthitmk0k,Olda87 CZ,You best singer﻿
z12rsvvxiwi0j5hat04ccbjg4kjtihhox5o,Дмитрий Гаврилов,5 years soon!﻿
z13fupk5zkfpjhnws04chl4w3zf0dnkrkl40k,Berthe Etale Bengue,Like﻿
z121fvtbjuq0endru04cfjfofknoyteh3jk,liliana ciancio,Wanderfol is love or miusic﻿
z13wxxjz4ozfcjom122ushyqfru5uxlk5,Diego Donzelli,waka waka﻿
z133ibkihkmaj3bfq22rilaxmp2yt54nb,Debora Favacho (Debora Sparkle),BEST SONG EVER X3333333333﻿
z13pfdriymyhzlhwu04chlfgtprmdfbitzs0k,林思鳳,"Very pleasant to hear, haha, good.﻿"
z123eldrazr3wlyd222zitmg1y2jin1rf04,Mahya Roohi,love!!!!﻿
z13tuhvy3vmwxbprk04ci35w5luiwfi4lgk,strong heart,wow
z12zi5bjouv2tbalt23cvzbymuaayju5d04,Ec Martinez,Waka waka eh eh﻿
z12uftdyclu0s1mbc04cffvjlrukxpl5zdg,Napoleon Maldia,Cutie girl and beautiful song
z13ccr5putughnbke23ui3kg5mjvhzzyh04,Camila Rodrigues,Love you shkira﻿
z12muzijetuwf3qgm04ce1nafxvtj535ao40k,Trollsif Stalin,"I believe that soccer promotes terrorism. Bad choice, Shakira.﻿"
z12kchhgyvetifahq04cez1gdnfhfltxvcg,Ayano Hattori,I loved this song when I was in my teenage years!﻿
z13gut2zbtidsnbew23sylmaxrfxhrimv,John Wilkie,Lip synch is terrible﻿
z12xi1iaory1jvmlu23xfrayazjrv3jlj,Lili♥,"Shakira is different :) She is so happy all the time and she is spending for Africa :)<br />She can dance , sing and she speaks 4 languages﻿"
z13vuf3jnrncwzree22ac3sils25edx4h04,ibrahim kula,Best world cup offical song﻿
